Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Substance use disorders,Type of renewable technology,Severity of price levels,Sex,Deviation Level,Mountain Elevation,Parliamentary committees,Mode of transportation,Level_of_government,Fiscal intervention stage,Type of support,Type of speed,Policy instruments,Policy Domains,Counterpart,Type of skill,Education level,Type of waste treatment,Location,Food Waste Sector,Reporting Type,Freq,Type of product,Cause of death,Report Ordinal,Government_Name,Observation Status,Type of occupation,Name of non-communicable disease,Grounds of discrimination,Units,Level/Status,Age,Disability status,Frequency of Chlorophyll-a concentration,Activity,Nature,Sampling Stations,Cities,Level of requirement,Quantile,IHR Capacity,Hazard type,Migratory status,Population Group,Name of international institution
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",670,Saint Vincent and the Grenadines,2006,74.58426,2006,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",670,Saint Vincent and the Grenadines,2007,129.01323,2007,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",670,Saint Vincent and the Grenadines,2008,11.99251,2008,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",670,Saint Vincent and the Grenadines,2009,9.23421,2009,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",670,Saint Vincent and the Grenadines,2010,6434.50951,2010,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",670,Saint Vincent and the Grenadines,2011,1709.82782,2011,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",670,Saint Vincent and the Grenadines,2012,180.42276,2012,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",670,Saint Vincent and the Grenadines,2013,18136.87583,2013,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",670,Saint Vincent and the Grenadines,2014,58.78679,2014,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",690,Seychelles,2005,36.0962,2005,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",690,Seychelles,2006,0,2006,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",690,Seychelles,2007,54.39488,2007,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",690,Seychelles,2008,16.58375,2008,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",690,Seychelles,2009,26.43521,2009,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",690,Seychelles,2010,0,2010,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",690,Seychelles,2011,0,2011,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",690,Seychelles,2012,0,2012,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",690,Seychelles,2013,1610.3301,2013,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",690,Seychelles,2014,30.78099,2014,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",690,Seychelles,2017,41.73492,2017,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",690,Seychelles,2018,0,2018,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2005,0,2005,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2006,0,2006,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2007,0,2007,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2008,0,2008,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2009,6.78406,2009,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2010,0,2010,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2011,334.13396,2011,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2012,0,2012,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2013,0,2013,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2014,4374.71569,2014,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2015,0,2015,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2016,0,2016,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2017,0,2017,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2018,81954.79951,2018,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2019,612.45777,2019,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",776,Tonga,2020,67.56018,2020,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2005,1.236,2005,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2006,0,2006,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2007,0,2007,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2008,0,2008,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2009,0,2009,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2010,0,2010,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2011,0,2011,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2012,0,2012,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2013,0,2013,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2014,0.29732,2014,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2015,431.14339,2015,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2016,373.66265,2016,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2017,1742.40196,2017,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2018,3528.85867,2018,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
13,13.1,13.1.1,VC_DSR_DAFF,"Number of directly affected persons attributed to disasters per 100,000 population (number)",780,Trinidad and Tobago,2019,2869.60634,2019,,,,,United Nations Office for Disaster Risk Reduction (2022),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,PER_100000_POP,,,,,,C,,,,,,,,,
